line_idx,template_id,raw,normalized_raw,template_text
7147,73,"{""ts"":""2025-10-18T04:56:49.975641Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-001"",""region"":""us-east-1"",""host"":""node-027"",""request_id"":""bb62754c-7890-49c0-aaaf-16532065e76d"",""user_id"":null,""trace_id"":null,""message"":""Out of memory risk: rss=4372MB heap=3438MB limit=14989MB""}","{""ts"":""2025-10-18T04:<PORT>:<PORT>.975641Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-001"",""region"":""us-east-1"",""host"":""node-027"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Out of memory risk: rss=4372MB heap=3438MB limit=14989MB""}","<*> of memory risk: <*> <*> <*>"
7148,17,"{""ts"":""2025-10-18T00:20:55.997630Z"",""level"":""INFO"",""service"":""payment-svc"",""namespace"":""prod"",""pod"":""payment-svc-008"",""region"":""eu-central-1"",""host"":""node-036"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Drained 97641 messages from queue=q-orders""}","{""ts"":""2025-10-18T00:<PORT>:<PORT>.997630Z"",""level"":""INFO"",""service"":""payment-svc"",""namespace"":""prod"",""pod"":""payment-svc-008"",""region"":""eu-central-1"",""host"":""node-036"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Drained 97641 messages from queue=q-orders""}","<*> <*> messages from <*>"
7149,21,"2025-10-18T12:23:01.347025Z INFO staging.gateway/gateway-007 [eu-central-1 node-002] rid=- uid=- tid=- - Order state transition orderId=1043fba6-9184-470d-9087-d414f5380807 from=PAID to=DELIVERED","INFO staging.gateway/gateway-007 [eu-central-1 node-002] rid=- uid=- tid=- - Order state transition orderId=<UUID> from=PAID to=DELIVERED","INFO <*> [eu-central-1 node-002] rid=- <*> tid=- - <*> <*> <*> <*> <*> <*>"
7150,149,"2025-10-18T12:17:29.615351Z INFO prod.auth-svc/auth-svc-005 [us-west-2 node-043] rid=09d02a50-52de-430e-b0fd-cfa85a7b9ce8 uid=- tid=db7d2a27-722b-42de-9ed6-97e5596545a3 - Failed to connect downstream=redis code=104 timeout=3434ms","INFO prod.auth-svc/auth-svc-005 [us-west-2 node-043] rid=<UUID> uid=- tid=<UUID> - Failed to connect downstream=redis code=104 timeout=3434ms","INFO <*> <*> <*> <*> uid=- <*> - Failed to connect <*> <*> <*>"
7151,102,"ts=2025-10-18T06:59:31.096117Z level=INFO ns=prod svc=gateway pod=gateway-008 region=us-east-1 host=node-027 rid=- uid=- tid=- msg=Started_job_name=reconcile-metrics_id=3a8640f2-0b59-4393-ace1-114fa078f695_cron=0_2_*_*_*","ts=2025-10-18T06:<PORT>:<PORT>.096117Z level=INFO ns=prod svc=gateway pod=gateway-008 region=us-east-1 host=node-027 rid=- uid=- tid=- msg=Started_job_name=reconcile-metrics_id=3a8640f2-0b59-4393-ace1-114fa078f695_cron=0_2_*_*_*","<*> <*> ns=prod <*> <*> region=us-east-1 <*> rid=- uid=- tid=- <*>"
7152,376,"2025-10-18T03:33:40.884581Z ERROR prod.payment-svc/payment-svc-005 [eu-central-1 node-048] rid=2d5324ae-2452-4ae9-add7-763b54b63a28 uid=- tid=- - Trace 91294e86-bf6a-46b5-b2a2-bb4833dc888b span=1a707fb4 op=read_kafka duration=2644ms","ERROR prod.payment-svc/payment-svc-005 [eu-central-1 node-048] rid=<UUID> uid=- tid=- - Trace <UUID> span=1a707fb4 op=read_kafka duration=2644ms","ERROR <*> [eu-central-1 <*> rid=<UUID> uid=- tid=- - <*> <*> <*> <*> <*>"
7153,84,"2025-10-18T02:58:10.136040Z INFO prod.inventory-svc/inventory-svc-004 [eu-central-1 node-034] rid=- uid=- tid=eb40a8f0-ec8d-47ed-9306-fea28ad7e8f7 - Failed to connect downstream=orders-api code=499 timeout=4029ms","INFO prod.inventory-svc/inventory-svc-004 [eu-central-1 node-034] rid=- uid=- tid=<UUID> - Failed to connect downstream=orders-api code=499 timeout=4029ms","INFO <*> <*> <*> rid=- <*> <*> - Failed to connect <*> <*> <*>"
7154,137,"2025-10-18T21:27:51.518314Z INFO staging.metrics-collector/metrics-collector-006 [us-east-1 node-045] rid=- uid=- tid=- - Persisted entity type=Payment id=7e17809a-3598-4975-b208-411e1c6f03da duration=2794ms","INFO staging.metrics-collector/metrics-collector-006 [us-east-1 node-045] rid=- uid=- tid=- - Persisted entity type=Payment id=<UUID> duration=2794ms","INFO <*> <*> <*> rid=- <*> <*> - Persisted entity <*> id=<UUID> <*>"
7155,122,"2025-10-18T10:55:03.921231Z INFO prod.payment-svc/payment-svc-005 [us-west-2 node-034] rid=d2e9e8de-3a75-434e-86d6-ac631345c33b uid=- tid=- - Received request PUT /health status=400 latency=1931ms bytes=3250589","INFO prod.payment-svc/payment-svc-005 [us-west-2 node-034] rid=<UUID> uid=- tid=- - Received request PUT /health status=400 latency=1931ms bytes=3250589","INFO <*> [us-west-2 <*> <*> uid=- <*> - Received request <*> <*> <*> <*> <*>"
7156,149,"2025-10-18T17:41:40.451129Z INFO prod.gateway/gateway-007 [eu-central-1 node-039] rid=1100522a-837e-4d0e-b951-3e626e8f0bf0 uid=- tid=- - Failed to connect downstream=grafana code=499 timeout=3728ms","INFO prod.gateway/gateway-007 [eu-central-1 node-039] rid=<UUID> uid=- tid=- - Failed to connect downstream=grafana code=499 timeout=3728ms","INFO <*> <*> <*> <*> uid=- <*> - Failed to connect <*> <*> <*>"
7157,106,"2025-10-18T13:54:29.854018Z INFO prod.loki-ingestor/loki-ingestor-007 [us-east-1 node-012] rid=fe382355-e383-4cdd-9caf-77c16ff4cbf7 uid=- tid=3abf0d16-7b29-4099-8881-169208c8299e - GC cycle completed pause=355ms freed=1065MB","INFO prod.loki-ingestor/loki-ingestor-007 [us-east-1 node-012] rid=<UUID> uid=- tid=<UUID> - GC cycle completed pause=355ms freed=1065MB","INFO <*> <*> <*> <*> <*> tid=<UUID> - GC cycle completed <*> <*>"
7158,73,"{""ts"":""2025-10-18T18:34:46.846874Z"",""level"":""INFO"",""service"":""payment-svc"",""namespace"":""staging"",""pod"":""payment-svc-007"",""region"":""us-east-1"",""host"":""node-022"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Out of memory risk: rss=3234MB heap=2886MB limit=3052MB""}","{""ts"":""2025-10-18T18:<PORT>:<PORT>.846874Z"",""level"":""INFO"",""service"":""payment-svc"",""namespace"":""staging"",""pod"":""payment-svc-007"",""region"":""us-east-1"",""host"":""node-022"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Out of memory risk: rss=3234MB heap=2886MB limit=3052MB""}","<*> of memory risk: <*> <*> <*>"
7159,428,"2025-10-18T05:28:43.787926Z WARN prod.kafka-consumer/kafka-consumer-001 [eu-central-1 node-030] rid=0c280df3-8ef6-4cc6-872d-e64ecc07b2c5 uid=- tid=- - Kafka poll batchSize=1983 lag=57955 topic=payments","WARN prod.kafka-consumer/kafka-consumer-001 [eu-central-1 node-030] rid=<UUID> uid=- tid=- - Kafka poll batchSize=1983 lag=57955 topic=payments","WARN <*> [eu-central-1 <*> rid=<UUID> uid=- tid=- - <*> <*> <*> <*> <*>"
7160,780,"2025-10-18T15:18:46.144230Z TRACE prod.gateway/gateway-001 [eu-central-1 node-010] rid=- uid=user-5568 tid=- - Cache SET key=5fa53764 ttl=1526s hit=False","TRACE prod.gateway/gateway-001 [eu-central-1 node-010] rid=- uid=user-5568 tid=- - Cache SET key=5fa53764 ttl=1526s hit=False","TRACE prod.gateway/gateway-001 [eu-central-1 node-010] rid=- uid=user-5568 tid=- - Cache SET key=5fa53764 ttl=1526s hit=False"
7161,102,"ts=2025-10-18T10:07:26.852109Z level=ERROR ns=prod svc=kafka-consumer pod=kafka-consumer-002 region=us-east-1 host=node-009 rid=- uid=- tid=- msg=Persisted_entity_type=Order_id=f049ae5a-98df-4da3-ac61-78c5ce88b2f0_duration=2354ms","ts=2025-10-18T10:<PORT>:<PORT>.852109Z level=ERROR ns=prod svc=kafka-consumer pod=kafka-consumer-002 region=us-east-1 host=node-009 rid=- uid=- tid=- msg=Persisted_entity_type=Order_id=f049ae5a-98df-4da3-ac61-78c5ce88b2f0_duration=2354ms","<*> <*> ns=prod <*> <*> region=us-east-1 <*> rid=- uid=- tid=- <*>"
7162,267,"ts=2025-10-18T13:40:29.084966Z level=INFO ns=prod svc=inventory-svc pod=inventory-svc-001 region=us-east-1 host=node-045 rid=- uid=- tid=4f7d2e6e-cf02-46bd-aab7-e0e822dcf1ab msg=Trace_0c54bcb2-998b-4064-a6e2-8e6b7b3ee79e_span=f8773347_op=db_query_duration=2377ms","ts=2025-10-18T13:<PORT>:<PORT>.084966Z level=INFO ns=prod svc=inventory-svc pod=inventory-svc-001 region=us-east-1 host=node-045 rid=- uid=- tid=<UUID> msg=Trace_0c54bcb2-998b-4064-a6e2-8e6b7b3ee79e_span=f8773347_op=db_query_duration=2377ms","<*> <*> ns=prod <*> <*> region=us-east-1 <*> rid=- uid=- tid=<UUID> <*>"
7163,312,"ts=2025-10-18T21:03:49.018649Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-006 region=us-east-1 host=node-028 rid=- uid=user-3820 tid=- msg=Retrying_db_query_attempt=2_backoff=3112ms_reason=rate_limited","ts=2025-10-18T21:<PORT>:<PORT>.018649Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-006 region=us-east-1 host=node-028 rid=- uid=user-3820 tid=- msg=Retrying_db_query_attempt=2_backoff=3112ms_reason=rate_limited","<*> level=DEBUG <*> svc=kafka-consumer <*> region=us-east-1 <*> rid=- <*> tid=- <*>"
7164,1,"ts=2025-10-18T13:31:18.126194Z level=INFO ns=prod svc=auth-svc pod=auth-svc-002 region=eu-central-1 host=node-026 rid=- uid=- tid=- msg=Drained_36847_messages_from_queue=q-payments","ts=2025-10-18T13:<PORT>:<PORT>.126194Z level=INFO ns=prod svc=auth-svc pod=auth-svc-002 region=eu-central-1 host=node-026 rid=- uid=- tid=- msg=Drained_36847_messages_from_queue=q-payments","<*> level=INFO <*> <*> <*> region=eu-central-1 <*> rid=- uid=- tid=- <*>"
7165,20,"ts=2025-10-18T15:11:59.504509Z level=INFO ns=prod svc=gateway pod=gateway-005 region=eu-central-1 host=node-024 rid=07871679-29cb-4afa-83b2-48a86f52872d uid=- tid=fa3dcf08-ef12-4588-b298-6f97c9531e8a msg=CPU_usage_high:_container_cpu=6.73_cores_node_load=4.70","ts=2025-10-18T15:<PORT>:<PORT>.504509Z level=INFO ns=prod svc=gateway pod=gateway-005 region=eu-central-1 host=node-024 rid=<UUID> uid=- tid=<UUID> msg=CPU_usage_high:_container_cpu=6.73_cores_node_load=4.70","<*> <*> ns=prod <*> <*> region=eu-central-1 <*> rid=<UUID> uid=- tid=<UUID> <*>"
7166,68,"2025-10-18T06:02:46.575741Z INFO prod.order-svc/order-svc-006 [us-west-2 node-025] rid=43d3f401-c16e-4955-b2d9-ef586afe6cea uid=- tid=5d5f615c-c8b7-4e7a-b7b8-5ce9dbe2d6b9 - Order state transition orderId=c8837694-462a-4857-89b4-eef5e3ee02f3 from=PAID to=CREATED","INFO prod.order-svc/order-svc-006 [us-west-2 node-025] rid=<UUID> uid=- tid=<UUID> - Order state transition orderId=<UUID> from=PAID to=CREATED","INFO <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
7167,728,"2025-10-18T23:10:21.529572Z INFO prod.kafka-consumer/kafka-consumer-004 [us-west-2 node-002] rid=a0470111-4858-4f97-bb3d-54cd689a8a55 uid=user-4231 tid=698d9372-f01b-41fa-a06e-80fb9a5f5047 - Loki ingested lines=99560 stream=stderr bytes=1231946","INFO prod.kafka-consumer/kafka-consumer-004 [us-west-2 node-002] rid=<UUID> uid=user-4231 tid=<UUID> - Loki ingested lines=99560 stream=stderr bytes=1231946","INFO <*> <*> <*> rid=<UUID> <*> <*> - Loki ingested <*> stream=stderr <*>"
7168,289,"2025-10-18T07:30:05.279141Z INFO dev.kafka-consumer/kafka-consumer-008 [us-east-1 node-004] rid=ff598f1f-9e71-45e3-8854-044d66da749b uid=- tid=2549a50d-84d1-404e-9e41-6d47d721355a - Received request GET /health status=409 latency=1090ms bytes=4210230","INFO dev.kafka-consumer/kafka-consumer-008 [us-east-1 node-004] rid=<UUID> uid=- tid=<UUID> - Received request GET /health status=409 latency=1090ms bytes=4210230","INFO <*> <*> <*> rid=<UUID> <*> tid=<UUID> - Received request <*> <*> <*> <*> <*>"
7169,781,"2025-10-18T21:02:12.894265Z ERROR prod.loki-ingestor/loki-ingestor-006 [us-east-1 node-030] rid=b391c37f-a661-48df-be7d-cd57e2f13de0 uid=user-63 tid=- - Loki ingested lines=27879 stream=stderr bytes=3887147","ERROR prod.loki-ingestor/loki-ingestor-006 [us-east-1 node-030] rid=<UUID> uid=user-63 tid=- - Loki ingested lines=27879 stream=stderr bytes=3887147","ERROR prod.loki-ingestor/loki-ingestor-006 [us-east-1 node-030] rid=<UUID> uid=user-63 tid=- - Loki ingested lines=27879 stream=stderr bytes=3887147"
7170,361,"ts=2025-10-18T16:01:50.144528Z level=INFO ns=prod svc=payment-svc pod=payment-svc-008 region=us-east-1 host=node-009 rid=7d80a83d-1232-46a9-a57b-8209355a932e uid=- tid=a77fd853-93dd-42c3-81c0-1dda7d4deb1d msg=Failed_to_connect_downstream=redis_code=110_timeout=2902ms","ts=2025-10-18T16:<PORT>:<PORT>.144528Z level=INFO ns=prod svc=payment-svc pod=payment-svc-008 region=us-east-1 host=node-009 rid=<UUID> uid=- tid=<UUID> msg=Failed_to_connect_downstream=redis_code=110_timeout=2902ms","<*> level=INFO ns=prod <*> <*> region=us-east-1 <*> rid=<UUID> <*> tid=<UUID> <*>"
7171,123,"{""ts"":""2025-10-18T03:06:45.272126Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-006"",""region"":""eu-central-1"",""host"":""node-047"",""request_id"":""2ad7e5ae-e259-4261-b1d6-f6219bfc4d77"",""user_id"":null,""trace_id"":""ab5ebb16-b5b9-4a6b-bdd8-800ed50ad50d"",""message"":""Permission denied for user=user-5935 resource=/inventory action=update""}","{""ts"":""2025-10-18T03:<PORT>:<PORT>.272126Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-006"",""region"":""eu-central-1"",""host"":""node-047"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Permission denied for user=user-5935 resource=/inventory action=update""}","<*> denied for <*> resource=/inventory <*>"
7172,54,"{""ts"":""2025-10-18T13:43:41.802740Z"",""level"":""TRACE"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-004"",""region"":""us-east-1"",""host"":""node-033"",""request_id"":null,""user_id"":null,""trace_id"":""87addd07-4054-4d17-8c8b-5d4448f9285d"",""message"":""Payment processed orderId=aeff9894-ab8e-4b59-a4f3-9a336774ccdd amount=484.04 currency=USD gateway=paypal authCode=7b3b4cde-881""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.802740Z"",""level"":""TRACE"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-004"",""region"":""us-east-1"",""host"":""node-033"",""request_id"":null,""user_id"":null,""trace_id"":""<UUID>"",""message"":""Payment processed orderId=<UUID> amount=484.04 currency=USD gateway=paypal authCode=7b3b4cde-881""}","<*> processed orderId=<UUID> <*> <*> gateway=paypal <*>"
7173,117,"2025-10-18T05:49:49.952911Z INFO prod.auth-svc/auth-svc-007 [us-east-1 node-014] rid=- uid=- tid=- - Out of memory risk: rss=8091MB heap=863MB limit=11588MB","INFO prod.auth-svc/auth-svc-007 [us-east-1 node-014] rid=- uid=- tid=- - Out of memory risk: rss=8091MB heap=863MB limit=11588MB","INFO <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
7174,75,"2025-10-18T05:03:33.181422Z INFO prod.loki-ingestor/loki-ingestor-005 [eu-central-1 node-021] rid=- uid=- tid=- - Kafka poll batchSize=1792 lag=99890 topic=inventory_updates","INFO prod.loki-ingestor/loki-ingestor-005 [eu-central-1 node-021] rid=- uid=- tid=- - Kafka poll batchSize=1792 lag=99890 topic=inventory_updates","INFO <*> [eu-central-1 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
7175,371,"2025-10-18T10:30:21.035730Z DEBUG staging.auth-svc/auth-svc-004 [eu-central-1 node-024] rid=- uid=- tid=f546efce-5f1b-4c34-8742-c22a88aa9214 - Inventory reserved sku=SKU-00335 qty=20 orderId=e65453da-4cce-4a64-b83a-5ad35b24fce4","DEBUG staging.auth-svc/auth-svc-004 [eu-central-1 node-024] rid=- uid=- tid=<UUID> - Inventory reserved sku=SKU-00335 qty=20 orderId=<UUID>","DEBUG <*> <*> <*> rid=- <*> <*> - Inventory reserved <*> <*> orderId=<UUID>"
7176,1,"ts=2025-10-18T08:17:17.725727Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-007 region=eu-central-1 host=node-014 rid=- uid=- tid=- msg=Loki_ingested_lines=20998_stream=stderr_bytes=1632842","ts=2025-10-18T08:<PORT>:<PORT>.725727Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-007 region=eu-central-1 host=node-014 rid=- uid=- tid=- msg=Loki_ingested_lines=20998_stream=stderr_bytes=1632842","<*> level=INFO <*> <*> <*> region=eu-central-1 <*> rid=- uid=- tid=- <*>"
7177,398,"ts=2025-10-18T15:33:15.913799Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-003 region=us-west-2 host=node-033 rid=- uid=- tid=a16d6950-670e-45c7-a094-f2fa213cd622 msg=Persisted_entity_type=Order_id=9c83692b-fb19-4e1c-86bf-25585fe97f85_duration=2593ms","ts=2025-10-18T15:<PORT>:<PORT>.913799Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-003 region=us-west-2 host=node-033 rid=- uid=- tid=<UUID> msg=Persisted_entity_type=Order_id=9c83692b-fb19-4e1c-86bf-25585fe97f85_duration=2593ms","<*> level=INFO ns=staging <*> <*> region=us-west-2 <*> rid=- <*> tid=<UUID> <*>"
7178,101,"2025-10-18T15:13:30.154090Z INFO dev.payment-svc/payment-svc-008 [eu-central-1 node-010] rid=- uid=- tid=f49a0d7c-ef58-4431-88f4-46241ba5ab81 - Started job name=cleanup-temp id=35952372-4d25-4ce8-a94f-8cc25f22d148 cron=0 2 * * *","INFO dev.payment-svc/payment-svc-008 [eu-central-1 node-010] rid=- uid=- tid=<UUID> - Started job name=cleanup-temp id=<UUID> cron=0 2 * * *","INFO <*> <*> <*> <*> <*> <*> - Started job <*> id=<UUID> <*> <*> * * *"
7179,165,"2025-10-18T21:04:46.854190Z INFO prod.loki-ingestor/loki-ingestor-006 [us-west-2 node-029] rid=- uid=- tid=- - Permission denied for user=user-872 resource=/inventory action=write","INFO prod.loki-ingestor/loki-ingestor-006 [us-west-2 node-029] rid=- uid=- tid=- - Permission denied for user=user-872 resource=/inventory action=write","INFO <*> [us-west-2 <*> <*> <*> <*> - Permission denied for <*> <*> <*>"
7180,104,"2025-10-18T03:58:59.682553Z WARN staging.metrics-collector/metrics-collector-003 [us-east-1 node-031] rid=- uid=- tid=94ca53d7-c9d7-4418-8f4a-feb5d41ed01a - Started job name=reindex-search id=949d8d93-b907-4498-b0cc-9673e7903467 cron=*/5 * * * *","WARN staging.metrics-collector/metrics-collector-003 [us-east-1 node-031] rid=- uid=- tid=<UUID> - Started job name=reindex-search id=<UUID> cron=*/5 * * * *","WARN <*> <*> <*> <*> <*> <*> - Started job <*> id=<UUID> <*> <*> * * *"
7181,115,"ts=2025-10-18T14:20:57.333326Z level=INFO ns=staging svc=order-svc pod=order-svc-004 region=us-east-1 host=node-023 rid=- uid=- tid=- msg=Persisted_entity_type=User_id=faa70e03-63a5-46db-aa85-d4e38c304cc9_duration=2549ms","ts=2025-10-18T14:<PORT>:<PORT>.333326Z level=INFO ns=staging svc=order-svc pod=order-svc-004 region=us-east-1 host=node-023 rid=- uid=- tid=- msg=Persisted_entity_type=User_id=faa70e03-63a5-46db-aa85-d4e38c304cc9_duration=2549ms","<*> level=INFO <*> <*> <*> region=us-east-1 <*> rid=- uid=- tid=- <*>"
7182,15,"{""ts"":""2025-10-18T21:31:28.248986Z"",""level"":""INFO"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-005"",""region"":""eu-central-1"",""host"":""node-006"",""request_id"":""dae0ccd9-fdcf-4dc8-bc23-8453509d658b"",""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=307ms freed=1596MB""}","{""ts"":""2025-10-18T21:<PORT>:<PORT>.248986Z"",""level"":""INFO"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-005"",""region"":""eu-central-1"",""host"":""node-006"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=307ms freed=1596MB""}","<*> cycle completed <*> <*>"
7183,117,"2025-10-18T15:16:57.676896Z INFO prod.auth-svc/auth-svc-004 [us-east-1 node-009] rid=- uid=- tid=- - Out of memory risk: rss=1145MB heap=2776MB limit=12466MB","INFO prod.auth-svc/auth-svc-004 [us-east-1 node-009] rid=- uid=- tid=- - Out of memory risk: rss=1145MB heap=2776MB limit=12466MB","INFO <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
7184,13,"2025-10-18T09:38:43.693988Z INFO prod.inventory-svc/inventory-svc-005 [us-west-2 node-033] rid=- uid=- tid=- - Started job name=cleanup-temp id=1ebec042-fd67-4507-b03c-7a26e4c89986 cron=@hourly","INFO prod.inventory-svc/inventory-svc-005 [us-west-2 node-033] rid=- uid=- tid=- - Started job name=cleanup-temp id=<UUID> cron=@hourly","INFO <*> [us-west-2 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
7185,156,"2025-10-18T06:23:45.459988Z WARN dev.gateway/gateway-005 [us-west-2 node-024] rid=- uid=- tid=- - Loki ingested lines=3512 stream=application bytes=8735199","WARN dev.gateway/gateway-005 [us-west-2 node-024] rid=- uid=- tid=- - Loki ingested lines=3512 stream=application bytes=8735199","WARN <*> [us-west-2 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
7186,347,"{""ts"":""2025-10-18T17:45:02.174939Z"",""level"":""TRACE"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-001"",""region"":""eu-central-1"",""host"":""node-045"",""request_id"":null,""user_id"":""user-3127"",""trace_id"":null,""message"":""Permission denied for user=user-7813 resource=/admin action=read""}","{""ts"":""2025-10-18T17:<PORT>:<PORT>.174939Z"",""level"":""TRACE"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-001"",""region"":""eu-central-1"",""host"":""node-045"",""request_id"":null,""user_id"":""user-3127"",""trace_id"":null,""message"":""Permission denied for user=user-7813 resource=/admin action=read""}","<*> denied for <*> <*> action=read""}"
7187,370,"2025-10-18T21:32:37.246198Z TRACE prod.payment-svc/payment-svc-005 [us-east-1 node-020] rid=- uid=- tid=- - Started job name=cleanup-temp id=2f31243d-3997-497a-af49-b32487f713f1 cron=@daily","TRACE prod.payment-svc/payment-svc-005 [us-east-1 node-020] rid=- uid=- tid=- - Started job name=cleanup-temp id=<UUID> cron=@daily","TRACE <*> <*> <*> rid=- <*> <*> - Started job <*> id=<UUID> cron=@daily"
7188,62,"ts=2025-10-18T05:57:41.548418Z level=INFO ns=prod svc=kafka-consumer pod=kafka-consumer-001 region=us-east-1 host=node-044 rid=3a16bf1b-d992-4c1a-bf62-b43c055316ec uid=- tid=- msg=User_user-1252_authenticated_via_saml_ip=173.64.113.151","ts=2025-10-18T05:<PORT>:<PORT>.548418Z level=INFO ns=prod svc=kafka-consumer pod=kafka-consumer-001 region=us-east-1 host=node-044 rid=<UUID> uid=- tid=- msg=User_user-1252_authenticated_via_saml_ip=<IP>","<*> level=INFO ns=prod <*> <*> <*> <*> rid=<UUID> uid=- tid=- <*>"
7189,240,"2025-10-18T19:55:03.097995Z TRACE prod.order-svc/order-svc-007 [us-west-2 node-009] rid=f24da750-4abb-4e23-8f2a-a489d64e89c7 uid=- tid=- - Order state transition orderId=ed1fa99f-4085-4c95-b37c-cade2835b0c8 from=DELIVERED to=PACKING","TRACE prod.order-svc/order-svc-007 [us-west-2 node-009] rid=<UUID> uid=- tid=- - Order state transition orderId=<UUID> from=DELIVERED to=PACKING","TRACE <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
7190,243,"2025-10-18T04:18:46.501669Z WARN prod.metrics-collector/metrics-collector-003 [eu-central-1 node-046] rid=7e165ed3-a1eb-46bd-98e1-84705d4d6c96 uid=- tid=56300043-eb0a-4534-9270-82714f33e8d4 - Permission denied for user=user-1706 resource=/orders action=read","WARN prod.metrics-collector/metrics-collector-003 [eu-central-1 node-046] rid=<UUID> uid=- tid=<UUID> - Permission denied for user=user-1706 resource=/orders action=read","WARN <*> <*> <*> <*> uid=- <*> - Permission denied for <*> <*> <*>"
7191,297,"{""ts"":""2025-10-18T09:13:46.287241Z"",""level"":""ERROR"",""service"":""gateway"",""namespace"":""staging"",""pod"":""gateway-001"",""region"":""eu-central-1"",""host"":""node-044"",""request_id"":""cfc7026c-a90b-4597-8265-2a2e718e2b4a"",""user_id"":null,""trace_id"":null,""message"":""Permission denied for user=user-6255 resource=/dashboard action=delete""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.287241Z"",""level"":""ERROR"",""service"":""gateway"",""namespace"":""staging"",""pod"":""gateway-001"",""region"":""eu-central-1"",""host"":""node-044"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Permission denied for user=user-6255 resource=/dashboard action=delete""}","<*> denied for <*> <*> action=delete""}"
7192,236,"2025-10-18T10:07:25.859579Z TRACE prod.gateway/gateway-001 [us-east-1 node-046] rid=- uid=user-5390 tid=- - User user-1952 authenticated via saml ip=109.6.137.216","TRACE prod.gateway/gateway-001 [us-east-1 node-046] rid=- uid=user-5390 tid=- - User user-1952 authenticated via saml ip=<IP>","TRACE <*> <*> <*> <*> <*> <*> - User <*> authenticated via <*> ip=<IP>"
7193,210,"2025-10-18T05:43:55.699329Z WARN prod.payment-svc/payment-svc-007 [eu-central-1 node-017] rid=- uid=- tid=- - CPU usage high: container_cpu=5.92 cores node_load=6.11","WARN prod.payment-svc/payment-svc-007 [eu-central-1 node-017] rid=- uid=- tid=- - CPU usage high: container_cpu=5.92 cores node_load=6.11","WARN <*> <*> <*> <*> <*> <*> - CPU usage high: <*> cores <*>"
7194,106,"2025-10-18T08:16:21.546406Z INFO prod.order-svc/order-svc-002 [us-east-1 node-001] rid=db454b7e-d4ad-4a3d-860d-9e53cd1b58fd uid=user-5272 tid=8d12801a-b1a9-481c-b3a2-561a07cad9a9 - GC cycle completed pause=101ms freed=1470MB","INFO prod.order-svc/order-svc-002 [us-east-1 node-001] rid=<UUID> uid=user-5272 tid=<UUID> - GC cycle completed pause=101ms freed=1470MB","INFO <*> <*> <*> <*> <*> tid=<UUID> - GC cycle completed <*> <*>"
