line_idx,template_id,raw,domain_id,category,sub_type,confidence,reasons,label_band
6714,1,[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6715,1,[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6716,2,[Sun Dec 04 17:12:55 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6717,2,[Sun Dec 04 17:12:55 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6718,2,[Sun Dec 04 17:12:55 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6719,2,[Sun Dec 04 17:12:55 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6720,3,[Sun Dec 04 17:12:56 2005] [notice] jk2_init() Found child 1397 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6721,1,[Sun Dec 04 17:12:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6722,2,[Sun Dec 04 17:12:57 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6723,3,[Sun Dec 04 17:17:07 2005] [notice] jk2_init() Found child 1414 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6724,3,[Sun Dec 04 17:17:07 2005] [notice] jk2_init() Found child 1412 in scoreboard slot 10,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6725,3,[Sun Dec 04 17:17:07 2005] [notice] jk2_init() Found child 1413 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6726,3,[Sun Dec 04 17:20:38 2005] [notice] jk2_init() Found child 1448 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6727,3,[Sun Dec 04 17:20:38 2005] [notice] jk2_init() Found child 1439 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6728,3,[Sun Dec 04 17:20:38 2005] [notice] jk2_init() Found child 1441 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6729,3,[Sun Dec 04 17:20:38 2005] [notice] jk2_init() Found child 1450 in scoreboard slot 11,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6730,3,[Sun Dec 04 17:20:39 2005] [notice] jk2_init() Found child 1449 in scoreboard slot 10,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6731,3,[Sun Dec 04 17:20:39 2005] [notice] jk2_init() Found child 1440 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6732,1,[Sun Dec 04 17:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6733,1,[Sun Dec 04 17:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6734,1,[Sun Dec 04 17:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6735,1,[Sun Dec 04 17:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6736,1,[Sun Dec 04 17:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6737,2,[Sun Dec 04 17:20:46 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6738,2,[Sun Dec 04 17:20:46 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6739,2,[Sun Dec 04 17:20:46 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6740,2,[Sun Dec 04 17:20:46 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6741,2,[Sun Dec 04 17:20:46 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6742,3,[Sun Dec 04 17:21:01 2005] [notice] jk2_init() Found child 1452 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6743,1,[Sun Dec 04 17:21:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6744,2,[Sun Dec 04 17:21:04 2005] [error] mod_jk child workerEnv in error state 8,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6745,3,[Sun Dec 04 17:26:04 2005] [notice] jk2_init() Found child 1461 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6746,3,[Sun Dec 04 17:26:39 2005] [notice] jk2_init() Found child 1462 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6747,3,[Sun Dec 04 17:27:13 2005] [notice] jk2_init() Found child 1466 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6748,3,[Sun Dec 04 17:28:00 2005] [notice] jk2_init() Found child 1470 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6749,3,[Sun Dec 04 17:28:42 2005] [notice] jk2_init() Found child 1477 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6750,3,[Sun Dec 04 17:28:41 2005] [notice] jk2_init() Found child 1476 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6751,3,[Sun Dec 04 17:31:00 2005] [notice] jk2_init() Found child 1501 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6752,3,[Sun Dec 04 17:31:00 2005] [notice] jk2_init() Found child 1502 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6753,3,[Sun Dec 04 17:31:00 2005] [notice] jk2_init() Found child 1498 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6754,3,[Sun Dec 04 17:31:00 2005] [notice] jk2_init() Found child 1499 in scoreboard slot 11,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6755,1,[Sun Dec 04 17:31:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6756,1,[Sun Dec 04 17:31:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6757,1,[Sun Dec 04 17:31:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6758,1,[Sun Dec 04 17:31:11 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6759,2,[Sun Dec 04 17:31:12 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6760,2,[Sun Dec 04 17:31:12 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6761,2,[Sun Dec 04 17:31:12 2005] [error] mod_jk child workerEnv in error state 8,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6762,2,[Sun Dec 04 17:31:12 2005] [error] mod_jk child workerEnv in error state 9,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6763,3,[Sun Dec 04 17:31:43 2005] [notice] jk2_init() Found child 1503 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6764,3,[Sun Dec 04 17:31:43 2005] [notice] jk2_init() Found child 1504 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6765,1,[Sun Dec 04 17:31:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6766,1,[Sun Dec 04 17:31:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6767,2,[Sun Dec 04 17:31:45 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6768,2,[Sun Dec 04 17:31:45 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6769,3,[Sun Dec 04 17:34:52 2005] [notice] jk2_init() Found child 1507 in scoreboard slot 10,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6770,1,[Sun Dec 04 17:34:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6771,2,[Sun Dec 04 17:34:57 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6772,4,[Sun Dec 04 17:34:57 2005] [error] [client 61.138.216.82] Directory index forbidden by rule: /var/www/html/,apache,Security,PolicyViolation,0.75,security_keyword_hit,relevant
6773,3,[Sun Dec 04 17:36:14 2005] [notice] jk2_init() Found child 1512 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6774,3,[Sun Dec 04 17:36:14 2005] [notice] jk2_init() Found child 1513 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6775,3,[Sun Dec 04 17:37:08 2005] [notice] jk2_init() Found child 1517 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6776,3,[Sun Dec 04 17:37:08 2005] [notice] jk2_init() Found child 1518 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6777,3,[Sun Dec 04 17:37:47 2005] [notice] jk2_init() Found child 1520 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6778,3,[Sun Dec 04 17:37:47 2005] [notice] jk2_init() Found child 1521 in scoreboard slot 10,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6779,3,[Sun Dec 04 17:39:00 2005] [notice] jk2_init() Found child 1529 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6780,3,[Sun Dec 04 17:39:01 2005] [notice] jk2_init() Found child 1530 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6781,3,[Sun Dec 04 17:39:00 2005] [notice] jk2_init() Found child 1528 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6782,3,[Sun Dec 04 17:39:00 2005] [notice] jk2_init() Found child 1527 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6783,3,[Sun Dec 04 17:43:08 2005] [notice] jk2_init() Found child 1565 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6784,5,[Sun Dec 04 17:43:08 2005] [error] jk2_init() Can't find child 1566 in scoreboard,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6785,3,[Sun Dec 04 17:43:08 2005] [notice] jk2_init() Found child 1561 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6786,3,[Sun Dec 04 17:43:08 2005] [notice] jk2_init() Found child 1563 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6787,3,[Sun Dec 04 17:43:08 2005] [notice] jk2_init() Found child 1562 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6788,5,[Sun Dec 04 17:43:08 2005] [error] jk2_init() Can't find child 1567 in scoreboard,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6789,3,[Sun Dec 04 17:43:08 2005] [notice] jk2_init() Found child 1568 in scoreboard slot 13,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6790,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6791,2,[Sun Dec 04 17:43:12 2005] [error] mod_jk child workerEnv in error state 9,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6792,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6793,2,[Sun Dec 04 17:43:12 2005] [error] mod_jk child workerEnv in error state 8,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6794,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6795,6,[Sun Dec 04 17:43:12 2005] [error] mod_jk child init 1 -2,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6796,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6797,2,[Sun Dec 04 17:43:12 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6798,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6799,2,[Sun Dec 04 17:43:12 2005] [error] mod_jk child workerEnv in error state 9,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6800,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6801,6,[Sun Dec 04 17:43:12 2005] [error] mod_jk child init 1 -2,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6802,1,[Sun Dec 04 17:43:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6803,2,[Sun Dec 04 17:43:12 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6804,4,[Sun Dec 04 17:53:43 2005] [error] [client 218.39.132.175] Directory index forbidden by rule: /var/www/html/,apache,Security,PolicyViolation,0.75,security_keyword_hit,relevant
6805,4,[Sun Dec 04 18:24:22 2005] [error] [client 125.30.38.52] Directory index forbidden by rule: /var/www/html/,apache,Security,PolicyViolation,0.75,security_keyword_hit,relevant
6806,3,[Sun Dec 04 19:25:51 2005] [notice] jk2_init() Found child 1763 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6807,1,[Sun Dec 04 19:25:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6808,2,[Sun Dec 04 19:25:53 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6809,3,[Sun Dec 04 19:32:20 2005] [notice] jk2_init() Found child 1786 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6810,3,[Sun Dec 04 19:32:20 2005] [notice] jk2_init() Found child 1787 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6811,1,[Sun Dec 04 19:32:32 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6812,2,[Sun Dec 04 19:32:33 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6813,3,[Sun Dec 04 19:32:34 2005] [notice] jk2_init() Found child 1788 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6814,3,[Sun Dec 04 19:32:34 2005] [notice] jk2_init() Found child 1790 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6815,3,[Sun Dec 04 19:32:34 2005] [notice] jk2_init() Found child 1789 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6816,1,[Sun Dec 04 19:32:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6817,2,[Sun Dec 04 19:32:34 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6818,1,[Sun Dec 04 19:32:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6819,2,[Sun Dec 04 19:32:34 2005] [error] mod_jk child workerEnv in error state 7,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6820,1,[Sun Dec 04 19:32:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6821,2,[Sun Dec 04 19:32:34 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6822,3,[Sun Dec 04 19:35:58 2005] [notice] jk2_init() Found child 1797 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6823,3,[Sun Dec 04 19:35:58 2005] [notice] jk2_init() Found child 1798 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6824,3,[Sun Dec 04 19:35:58 2005] [notice] jk2_init() Found child 1799 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6825,3,[Sun Dec 04 19:35:58 2005] [notice] jk2_init() Found child 1800 in scoreboard slot 10,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6826,3,[Sun Dec 04 19:35:58 2005] [notice] jk2_init() Found child 1801 in scoreboard slot 12,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6827,4,[Sun Dec 04 19:36:05 2005] [error] [client 61.37.222.240] Directory index forbidden by rule: /var/www/html/,apache,Security,PolicyViolation,0.75,security_keyword_hit,relevant
6828,1,[Sun Dec 04 19:36:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6829,2,[Sun Dec 04 19:36:07 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6830,1,[Sun Dec 04 19:36:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6831,2,[Sun Dec 04 19:36:07 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6832,1,[Sun Dec 04 19:36:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6833,2,[Sun Dec 04 19:36:07 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6834,1,[Sun Dec 04 19:36:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6835,2,[Sun Dec 04 19:36:07 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6836,1,[Sun Dec 04 19:36:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6837,2,[Sun Dec 04 19:36:07 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6838,3,[Sun Dec 04 19:41:20 2005] [notice] jk2_init() Found child 1816 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6839,3,[Sun Dec 04 19:41:20 2005] [notice] jk2_init() Found child 1814 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6840,3,[Sun Dec 04 19:41:20 2005] [notice] jk2_init() Found child 1813 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6841,3,[Sun Dec 04 19:41:20 2005] [notice] jk2_init() Found child 1815 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6842,1,[Sun Dec 04 19:41:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6843,2,[Sun Dec 04 19:41:21 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6844,1,[Sun Dec 04 19:41:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6845,2,[Sun Dec 04 19:41:21 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6846,1,[Sun Dec 04 19:41:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6847,2,[Sun Dec 04 19:41:21 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6848,1,[Sun Dec 04 19:41:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6849,2,[Sun Dec 04 19:41:21 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6850,3,[Sun Dec 04 19:46:04 2005] [notice] jk2_init() Found child 1821 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6851,3,[Sun Dec 04 19:46:04 2005] [notice] jk2_init() Found child 1822 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6852,1,[Sun Dec 04 19:46:13 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6853,1,[Sun Dec 04 19:46:13 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6854,2,[Sun Dec 04 19:46:13 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6855,2,[Sun Dec 04 19:46:13 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6856,3,[Sun Dec 04 19:46:16 2005] [notice] jk2_init() Found child 1823 in scoreboard slot 8,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6857,3,[Sun Dec 04 19:46:19 2005] [notice] jk2_init() Found child 1824 in scoreboard slot 9,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6858,1,[Sun Dec 04 19:46:20 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6859,2,[Sun Dec 04 19:46:20 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6860,1,[Sun Dec 04 19:46:20 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
6861,2,[Sun Dec 04 19:46:20 2005] [error] mod_jk child workerEnv in error state 6,apache,Error,FailureEvent,0.75,error_keyword_hit,relevant
6862,3,[Sun Dec 04 19:50:39 2005] [notice] jk2_init() Found child 1833 in scoreboard slot 7,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6863,3,[Sun Dec 04 19:50:39 2005] [notice] jk2_init() Found child 1832 in scoreboard slot 6,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 11.0 for 3,relevant
6864,1,[Sun Dec 04 19:50:51 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,apache,Warning,PerformanceDrift,0.5,value 2005.0 > 10.0x median 12.0 for 1,relevant
